Number,SAS NAME,Utilization Flag,UB04 Code,PRCCS,ICD-10-PCS,ICD-10-PCS Label
1,U_BLOOD,Blood,,222,,
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZS2Z',"Distorted Speech Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZSKZ',"Distorted Speech Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZSZZ',"Distorted Speech Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZT1Z',"Dichotic Stimuli Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZT2Z',"Dichotic Stimuli Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZTKZ',"Dichotic Stimuli Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZTZZ',"Dichotic Stimuli Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZV1Z',"Temporal Ordering of Stimuli Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZV2Z',"Temporal Ordering of Stimuli Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZVKZ',"Temporal Ordering of Stimuli Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZVZZ',"Temporal Ordering of Stimuli Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZW1Z',"Masking Patterns Assessment using Audiometer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZW2Z',"Masking Patterns Assessment using Sound Field / Booth "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZWKZ',"Masking Patterns Assessment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZWZZ',"Masking Patterns Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F00ZXZZ',"Other Specified Central Auditory Processing Assessment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0636KZ',"Communicative/Cognitive Integration Skills Treatment of Neurological System - Whole Body using Audio "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0636MZ',"Communicative/Cognitive Integration Skills Treatment of Neurological System - Whole Body using Augme "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0636PZ',"Communicative/Cognitive Integration Skills Treatment of Neurological System - Whole Body using Compu "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0636YZ',"Communicative/Cognitive Integration Skills Treatment of Neurological System - Whole Body using Other "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0636ZZ',"Communicative/Cognitive Integration Skills Treatment of Neurological System - Whole Body "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z0KZ',"Nonspoken Language Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z0MZ',"Nonspoken Language Treatment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z0PZ',"Nonspoken Language Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z0YZ',"Nonspoken Language Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z0ZZ',"Nonspoken Language Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z1KZ',"Speech-Language Pathology and Related Disorders Counseling Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z1ZZ',"Speech-Language Pathology and Related Disorders Counseling Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z2KZ',"Speech-Language Pathology and Related Disorders Prevention Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z2ZZ',"Speech-Language Pathology and Related Disorders Prevention Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z3KZ',"Aphasia Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z3MZ',"Aphasia Treatment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z3PZ',"Aphasia Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z3YZ',"Aphasia Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z3ZZ',"Aphasia Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4KZ',"Articulation/Phonology Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4PZ',"Articulation/Phonology Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4QZ',"Articulation/Phonology Treatment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4TZ',"Articulation/Phonology Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4YZ',"Articulation/Phonology Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z4ZZ',"Articulation/Phonology Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5KZ',"Aural Rehabilitation Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5LZ',"Aural Rehabilitation Treatment using Assistive Listening Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5MZ',"Aural Rehabilitation Treatment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5NZ',"Aural Rehabilitation Treatment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5PZ',"Aural Rehabilitation Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5QZ',"Aural Rehabilitation Treatment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5SZ',"Aural Rehabilitation Treatment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5YZ',"Aural Rehabilitation Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z5ZZ',"Aural Rehabilitation Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z6KZ',"Communicative/Cognitive Integration Skills Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z6MZ',"Communicative/Cognitive Integration Skills Treatment using Augmentative / Alternative Communication "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z6PZ',"Communicative/Cognitive Integration Skills Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z6YZ',"Communicative/Cognitive Integration Skills Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z6ZZ',"Communicative/Cognitive Integration Skills Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z74Z',"Fluency Treatment using Electroacoustic Immitance / Acoustic Reflex Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7KZ',"Fluency Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7NZ',"Fluency Treatment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7QZ',"Fluency Treatment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7SZ',"Fluency Treatment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7TZ',"Fluency Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7YZ',"Fluency Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z7ZZ',"Fluency Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8KZ',"Motor Speech Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8NZ',"Motor Speech Treatment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8PZ',"Motor Speech Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8QZ',"Motor Speech Treatment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8SZ',"Motor Speech Treatment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8TZ',"Motor Speech Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8YZ',"Motor Speech Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z8ZZ',"Motor Speech Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z9KZ',"Orofacial Myofunctional Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z9PZ',"Orofacial Myofunctional Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z9YZ',"Orofacial Myofunctional Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06Z9ZZ',"Orofacial Myofunctional Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBKZ',"Receptive/Expressive Language Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBLZ',"Receptive/Expressive Language Treatment using Assistive Listening Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBMZ',"Receptive/Expressive Language Treatment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBPZ',"Receptive/Expressive Language Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBYZ',"Receptive/Expressive Language Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZBZZ',"Receptive/Expressive Language Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCKZ',"Voice Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCNZ',"Voice Treatment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCPZ',"Voice Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCSZ',"Voice Treatment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCTZ',"Voice Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCVZ',"Voice Treatment using Speech Prosthesis "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCYZ',"Voice Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZCZZ',"Voice Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZDMZ',"Swallowing Dysfunction Treatment using Augmentative / Alternative Communication Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZDTZ',"Swallowing Dysfunction Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZDVZ',"Swallowing Dysfunction Treatment using Speech Prosthesis "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZDYZ',"Swallowing Dysfunction Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F06ZDZZ',"Swallowing Dysfunction Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1KZ',"Perceptual Processing Treatment using Audiovisual Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1LZ',"Perceptual Processing Treatment using Assistive Listening Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1NZ',"Perceptual Processing Treatment using Biosensory Feedback Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1PZ',"Perceptual Processing Treatment using Computer "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1QZ',"Perceptual Processing Treatment using Speech Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1SZ',"Perceptual Processing Treatment using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1TZ',"Perceptual Processing Treatment using Aerodynamic Function Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1YZ',"Perceptual Processing Treatment using Other Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0CZ1ZZ',"Perceptual Processing Treatment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0DZ3MZ',"Augmentative/Alternative Communication System Device Fitting using Augmentative / Alternative Commun "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0DZ4SZ',"Voice Prosthetic Device Fitting using Voice Analysis Equipment "
28,U_SPEECHTHERAPY,Speech-Language Pathology,,,'F0DZ4VZ',"Voice Prosthetic Device Fitting using Speech Prosthesis "
29,U_STRESS,Cardiac Stress Test,,201,,
29,U_STRESS,Cardiac Stress Test,'0482',,,,
30,U_ULTRASOUND,Ultrasound,'0402',,,,
